Season,Team,Player,Position
2022/23,AFC Bournemouth,Dango Ouattara,Right Winger
2022/23,AFC Bournemouth,Daniel Adu-Adjei,Centre-Forward
2022/23,AFC Bournemouth,Darren Randolph,Goalkeeper
2022/23,AFC Bournemouth,David Brooks,Right Winger
2022/23,AFC Bournemouth,Dominic Sadi,Right Winger
2022/23,AFC Bournemouth,Dominic Solanke,Centre-Forward
2022/23,AFC Bournemouth,Emiliano Marcondes,Attacking Midfield
2022/23,AFC Bournemouth,Euan Pollock,Centre-Forward
2022/23,AFC Bournemouth,Ferdinand Okoh,Central Midfield
2022/23,AFC Bournemouth,Gavin Kilkenny,Central Midfield
2022/23,AFC Bournemouth,Hamed Traoré,Left Winger
2022/23,AFC Bournemouth,Ilya Zabarnyi,Centre-Back
2022/23,AFC Bournemouth,Jack Stacey,Right-Back
2022/23,AFC Bournemouth,Jack Stephens,Centre-Back
2022/23,AFC Bournemouth,Jack Wadham,Central Midfield
2022/23,AFC Bournemouth,Jaidon Anthony,Left Winger
2022/23,AFC Bournemouth,Jamal Lowe,Centre-Forward
2022/23,AFC Bournemouth,James Hill,Centre-Back
2022/23,AFC Bournemouth,Jefferson Lerma,Defensive Midfield
2022/23,AFC Bournemouth,Joe Rothwell,Central Midfield
2022/23,AFC Bournemouth,Jordan Zemura,Left-Back
2022/23,AFC Bournemouth,Junior Stanislas,Left Winger
2022/23,AFC Bournemouth,Kieffer Moore,Centre-Forward
2022/23,AFC Bournemouth,Lewis Cook,Central Midfield
2022/23,AFC Bournemouth,Lloyd Kelly,Centre-Back
2022/23,AFC Bournemouth,Marcos Senesi,Centre-Back
2022/23,AFC Bournemouth,Marcus Tavernier,Attacking Midfield
2022/23,AFC Bournemouth,Mark Travers,Goalkeeper
2022/23,AFC Bournemouth,Matías Viña,Left-Back
2022/23,AFC Bournemouth,Max Kinsey,Centre-Back
2022/23,AFC Bournemouth,Michael Dacosta,Right Winger
2022/23,AFC Bournemouth,Neto,Goalkeeper
2022/23,AFC Bournemouth,Owen Bevan,Centre-Back
2022/23,AFC Bournemouth,Philip Billing,Central Midfield
2022/23,AFC Bournemouth,Ryan Christie,Central Midfield
2022/23,AFC Bournemouth,Ryan Fredericks,Right-Back
2022/23,AFC Bournemouth,Siriki Dembélé,Left Winger
2022/23,AFC Bournemouth,Will Dennis,Goalkeeper
2022/23,Arsenal,Aaron Ramsdale,Goalkeeper
2022/23,Arsenal,Ainsley Maitland-Niles,Right-Back
2022/23,Arsenal,Albert Sambi Lokonga,Central Midfield
2022/23,Arsenal,Amario Cozier-Duberry,Right Winger
2022/23,Arsenal,Auston Trusty,Centre-Back
2022/23,Arsenal,Ben White,Right-Back
2022/23,Arsenal,Bradley Ibrahim,Defensive Midfield
2022/23,Arsenal,Bukayo Saka,Right Winger
2022/23,Arsenal,Charles Sagoe Jr,Left Winger
2022/23,Arsenal,Cédric Soares,Right-Back
2022/23,Arsenal,Cătălin Cîrjan,Central Midfield
2022/23,Arsenal,Eddie Nketiah,Centre-Forward
2022/23,Arsenal,Emile Smith Rowe,Attacking Midfield
2022/23,Arsenal,Ethan Nwaneri,Attacking Midfield
2022/23,Arsenal,Fábio Vieira,Attacking Midfield
2022/23,Arsenal,Gabriel,Centre-Back
2022/23,Arsenal,Gabriel Jesus,Centre-Forward
2022/23,Arsenal,Gabriel Martinelli,Left Winger
2022/23,Arsenal,Granit Xhaka,Defensive Midfield
2022/23,Arsenal,Jakub Kiwior,Centre-Back
2022/23,Arsenal,James Hillson,Goalkeeper
2022/23,Arsenal,Jorginho,Defensive Midfield
2022/23,Arsenal,Karl Hein,Goalkeeper
2022/23,Arsenal,Khayon Edwards,Centre-Forward
2022/23,Arsenal,Kieran Tierney,Left-Back
2022/23,Arsenal,Leandro Trossard,Left Winger
2022/23,Arsenal,Lino Sousa,Left-Back
2022/23,Arsenal,Marquinhos,Right Winger
2022/23,Arsenal,Martin Ødegaard,Attacking Midfield
2022/23,Arsenal,Matt Smith,Central Midfield
2022/23,Arsenal,Matt Turner,Goalkeeper
2022/23,Arsenal,Mauro Bandeira,Central Midfield
2022/23,Arsenal,Mohamed Elneny,Defensive Midfield
2022/23,Arsenal,Nathan Butler-Oyedeji,Centre-Forward
2022/23,Arsenal,Nicolas Pépé,Right Winger
2022/23,Arsenal,Oleksandr Zinchenko,Left-Back
2022/23,Arsenal,Reiss Nelson,Left Winger
2022/23,Arsenal,Reuell Walters,Right-Back
2022/23,Arsenal,Rob Holding,Centre-Back
2022/23,Arsenal,Takehiro Tomiyasu,Centre-Back
2022/23,Arsenal,Thomas Partey,Defensive Midfield
2022/23,Arsenal,William Saliba,Centre-Back
2022/23,Aston Villa,Ashley Young,Right-Back
2022/23,Aston Villa,Bertrand Traoré,Right Winger
2022/23,Aston Villa,Boubacar Kamara,Defensive Midfield
2022/23,Aston Villa,Calum Chambers,Centre-Back
2022/23,Aston Villa,Cameron Archer,Centre-Forward
2022/23,Aston Villa,Danny Ings,Centre-Forward
2022/23,Aston Villa,Diego Carlos,Centre-Back
2022/23,Aston Villa,Douglas Luiz,Central Midfield
2022/23,Aston Villa,Emiliano Buendía,Left Winger
2022/23,Aston Villa,Emiliano Martínez,Goalkeeper
2022/23,Aston Villa,Ezri Konsa,Centre-Back
2022/23,Aston Villa,Filip Marschall,Goalkeeper
2022/23,Aston Villa,Jacob Ramsey,Central Midfield
2022/23,Aston Villa,Jaden Philogene,Left Winger
2022/23,Aston Villa,James Wright,Goalkeeper
2022/23,Aston Villa,Jan Bednarek,Centre-Back
2022/23,Aston Villa,Jed Steer,Goalkeeper
2022/23,Aston Villa,Jhon Durán,Centre-Forward
2022/23,Aston Villa,John McGinn,Central Midfield
2022/23,Aston Villa,Josh Feeney,Centre-Back
2022/23,Aston Villa,Kadan Young,Left Winger
2022/23,Aston Villa,Keinan Davis,Centre-Forward
2022/23,Aston Villa,Kortney Hause,Centre-Back
2022/23,Aston Villa,Lamare Bogarde,Defensive Midfield
2022/23,Aston Villa,Leander Dendoncker,Defensive Midfield
2022/23,Aston Villa,Leon Bailey,Right Winger
2022/23,Aston Villa,Lucas Digne,Left-Back
2022/23,Aston Villa,Ludwig Augustinsson,Left-Back
2022/23,Aston Villa,Marvelous Nakamba,Defensive Midfield
2022/23,Aston Villa,Matty Cash,Right-Back
2022/23,Aston Villa,Morgan Sanson,Central Midfield
2022/23,Aston Villa,Oliwier Zych,Goalkeeper
2022/23,Aston Villa,Ollie Watkins,Centre-Forward
2022/23,Aston Villa,Philippe Coutinho,Attacking Midfield
2022/23,Aston Villa,Robin Olsen,Goalkeeper
2022/23,Aston Villa,Sebastian Revan,Left-Back
2022/23,Aston Villa,Sil Swinkels,Centre-Back
2022/23,Aston Villa,Tim Iroegbunam,Central Midfield
2022/23,Aston Villa,Tommi O'Reilly,Attacking Midfield
2022/23,Aston Villa,Travis Patterson,Left-Back
2022/23,Aston Villa,Tyrone Mings,Centre-Back
2022/23,Aston Villa,Viljami Sinisalo,Goalkeeper
2022/23,Aston Villa,Álex Moreno,Left-Back
2022/23,Brentford FC,Aaron Hickey,Right-Back
2022/23,Brentford FC,Alex Gilbert,Attacking Midfield
2022/23,Brentford FC,Ben Mee,Centre-Back
2022/23,Brentford FC,Bryan Mbeumo,Right Winger
2022/23,Brentford FC,Charlie Goode,Centre-Back
2022/23,Brentford FC,Christian Nørgaard,Defensive Midfield
2022/23,Brentford FC,David Raya,Goalkeeper
2022/23,Brentford FC,Ellery Balcombe,Goalkeeper
2022/23,Brentford FC,Ethan Pinnock,Centre-Back
2022/23,Brentford FC,Fin Stevens,Right-Back
2022/23,Brentford FC,Frank Onyeka,Central Midfield
2022/23,Brentford FC,Halil Dervişoğlu,Centre-Forward
2022/23,Brentford FC,Ivan Toney,Centre-Forward
2022/23,Brentford FC,Josh Dasilva,Central Midfield
2022/23,Brentford FC,Keane Lewis-Potter,Left Midfield
2022/23,Brentford FC,Kevin Schade,Left Winger
2022/23,Brentford FC,Kristoffer Ajer,Centre-Back
2022/23,Brentford FC,Mads Bech Sørensen,Centre-Back
2022/23,Brentford FC,Mads Roerslev,Right-Back
2022/23,Brentford FC,Mathias Jensen,Central Midfield
2022/23,Brentford FC,Matthew Cox,Goalkeeper
2022/23,Brentford FC,Michael Olakigbe,Right Winger
2022/23,Brentford FC,Mikkel Damsgaard,Attacking Midfield
2022/23,Brentford FC,Pontus Jansson,Centre-Back
2022/23,Brentford FC,Rico Henry,Left-Back
2022/23,Brentford FC,Ryan Trevitt,Central Midfield
2022/23,Brentford FC,Saman Ghoddos,Attacking Midfield
2022/23,Brentford FC,Sergi Canós,Left Winger
2022/23,Brentford FC,Shandon Baptiste,Central Midfield
